"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/00a7ad94c669e730a7c00539310e3e21~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6795da43&x-expires=1762869600&x-signature=bjSEGjYPU%2FQ%2Bi65C9lyG1F7zilU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559581417932489480","1760102212","2025-10-10T13:16:52.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"1799","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"15","https://vt.tiktok.com/ZSyqVsYb7/","😭😭😭bigmo really Influence us so baddddddd","6946322319715828738","radematt","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7323544422514327554~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01e3bad7&x-expires=1762869600&x-signature=x0Pxyxchjz%2BDb%2FFs4KsZt%2FjvbUU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559666885953176328","1760122116","2025-10-10T18:48:36.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"133","https://vt.tiktok.com/ZSyqVsYb7/","true",,,,,,,"false",,"6","https://vt.tiktok.com/ZSyqVsYb7/","","6774799032113038337","hasanbawafi","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/302e7de7df88c64dec08c6cea483b0fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d8239e24&x-expires=1762869600&x-signature=LVXKEsBRWbu8VC9B%2F5DDLpoohKA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559706801005626130","1760131422","2025-10-10T21:23:42.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"123","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"1","https://vt.tiktok.com/ZSyqVsYb7/","Eeeeyyyy on sum rektor rizz academy shiii😜🤪😜🤪","6791087853637927937","user12933881772","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/166058be725eebe85ad56caf997868ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=959324fd&x-expires=1762869600&x-signature=roj8vV6wQ9eVkIGqxBPXRk5WfqI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559594923377722120","1760105358","2025-10-10T14:09:18.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"135","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"3","https://vt.tiktok.com/ZSyqVsYb7/","that's why he's NOT influencer WITHOUT influence.","7498703628837717010","buntaroumor1","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/32d38df1413d247c1c6925bd75381b24~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=59937d0a&x-expires=1762869600&x-signature=9py689AgSzgPWF%2B5JsgbNDrNdbs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559649705862087431","1760118112","2025-10-10T17:41:52.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"36","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false","7559594923377722120",,"https://vt.tiktok.com/ZSyqVsYb7/","Fahmruy take notes plis!!!","6890086403130033154","arimahdy","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b9a46c63fe4a154afc244216ddd165dc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=124e72cf&x-expires=1762869600&x-signature=HatFyHenD8wgCGhccQ64DrLjIlE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559590738708611848","1760104383","2025-10-10T13:53:03.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"643","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"2","https://vt.tiktok.com/ZSyqVsYb7/","Maba rizz academy nihh","6909646423923639297","excipil","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d5e5a160439981bb08cf974f32f337a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6cd22bcc&x-expires=1762869600&x-signature=p%2Ft%2BXWxo2tgnHuX%2FuRyrrNOIGzU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559595279701459728","1760105451","2025-10-10T14:10:51.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"76","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","student rizz academy","7331468050853659654","njannqh","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2a4ef825c316d4b4eb08a5be2b0ff03d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=727258c4&x-expires=1762869600&x-signature=7jfIRMghYHPg7yVkknzpbCXmRdU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559587910388564752","1760103731","2025-10-10T13:42:11.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"9","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","","7520471554058028049","faiizz771","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5800ec554e68e242980283b250306629~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=57b13d1b&x-expires=1762869600&x-signature=Hu%2FoRrOVdYCek3GXRSMCdblsIrA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559613549451805461","1760109698","2025-10-10T15:21:38.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"352","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"3","https://vt.tiktok.com/ZSyqVsYb7/","rate aku satu sampe sepuluhnya manaa👺","7030651759682421766","maybeis_fiq","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/42970390f47bdfafeb07ad69b11c95fe~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c785c312&x-expires=1762869600&x-signature=l0KEhyTZ%2FHyKC%2BjgYYY%2BrGadRcs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559661142801580808","1760120778","2025-10-10T18:26:18.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"14","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","egilaaa on sum influence shi","7144661667749708802","raphaelseminerdfineshyt","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9b32ff17280ac1aed0a2b54706c81126~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9ff21fa3&x-expires=1762869600&x-signature=wgBH%2FFFc%2FUPXXYuUWDKMx1LL4Pg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559788356949394184","1760150400","2025-10-11T02:40:00.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"0","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","s1 rizz academy","6977307397225645058","yourbf_666","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cfbba48ceb2cb3b6480e63769358f551~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=03062694&x-expires=1762869600&x-signature=j0EbHTXaW11PwVf9fppuCCX3wPo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559739845388944136","1760139114","2025-10-10T23:31:54.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"188","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"1","https://vt.tiktok.com/ZSyqVsYb7/","psikis udah kena banget jujuy","6785395363953476609","maaruuk","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2c19e36a9fdb1f1dcb4514bff834f905~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2bcaaede&x-expires=1762869600&x-signature=InQfZNbFOGfsMU5T%2B90GU4CGoP8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559717107618398983","1760133820","2025-10-10T22:03:40.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"6","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","SO FUNNY BRO 😭","6946142687578440706","vxeds0","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/748f817278c9c8a2174987c8ffc1bd24~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e6afefa7&x-expires=1762869600&x-signature=Df2I7OTIx8TEDtyw6RCWo%2B8H%2Fco%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559753463128408839","1760142283","2025-10-11T00:24:43.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"5","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","egiluyyyyy😭","6580147175795245057","evaluasididunyaaa","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/861a64de69c7c14aba47804014dd8de1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48aca703&x-expires=1762869600&x-signature=zssxvqChXBV1FERluRDDYjrDvYU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559699696795042581","1760129777","2025-10-10T20:56:17.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"7","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","KENA DAH😭","7009152333485507586","ewdanu","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7abf796d04a98532d26172512ba4bab6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=03a37201&x-expires=1762869600&x-signature=NlezxX3oOZhXq0Bgnz7bfgKQ1XU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559856323086926609","1760166232","2025-10-11T07:03:52.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"7","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","egiluy naik kereta bigmo juga","6932000020309246978","domodomosama","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ace0d65a62660034db12b52e2cc2079c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=491a7ef6&x-expires=1762869600&x-signature=qL2ieNibuqWqNR6NagqS%2BkxIkjY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559569215670371073","1760099373","2025-10-10T12:29:33.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"20","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","pahaminn!","6805158840747181057","m.scofield10","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6c3a35779c45a391d412b4a36c6b060b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=90aab01d&x-expires=1762869600&x-signature=bsaK6MSF769ssZ6QlrloeB3gPaU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559595884150211346","1760105581","2025-10-10T14:13:01.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"54","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"3","https://vt.tiktok.com/ZSyqVsYb7/","muka aku pas videoin km : 😐","6850210442468869122","ecacuuu","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5f685a57452e1b83643e500644f3e14b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1db84134&x-expires=1762869600&x-signature=1pdWbs9%2Fte9XEqK%2B2fsjeNJ0foc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559840919840686856","1760162637","2025-10-11T06:03:57.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"5","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","mengapa gaya bicaraku di kehidupan sehari² jdi kya bigmo ya🤦🏿‍♂","7386604765012345861","ahmdfazar25","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3fadb927ec252368a4e6f6bf9266e548~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=16b3c49a&x-expires=1762869600&x-signature=3NzI%2FgPqRRupGuguF1KO4J912UQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559741857203782407","1760139578","2025-10-10T23:39:38.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"34","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","pahamin tu ilmu dari rektor","6942771921357341697","ll.lld000","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/49da4f73e03b92b65812192a3507ebaf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c943d8c8&x-expires=1762869600&x-signature=GO%2BEsB9CJL3qmUkapg3sc44CjZo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559777210811286290","1760147800","2025-10-11T01:56:40.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"14","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","jujur lu agak kena men😭😭","7450166487769793556","clipergiluy","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/02526eb8dba0109022b1015af618c6f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c196d5e8&x-expires=1762869600&x-signature=s1hfTAa5rlOOvhVXXDxQR8PbrPs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559870983381811988","1760169633","2025-10-11T08:00:33.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"3","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","naik kereta bigmoo tutututu","7046137810655708161","thischess","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a85e70e68935c64abcb9c2418ceb5cde~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cfdb3262&x-expires=1762869600&x-signature=X6kEvEiA0mHjlom%2BJrhmK79wDi0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559758247290372865","1760143403","2025-10-11T00:43:23.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"3","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","hahaha","6981408123887010818","nicoxtinee","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
