"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8a929aab031b0c4c71ebd8c573983443~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2b706022&x-expires=1762869600&x-signature=CGexl1bt8T5W6L4K5sxzjYKvDmo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567564926300226325","1761961030","2025-11-01T01:37:10.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"13248","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false",,"37","https://vt.tiktok.com/ZSyqCyfjL/","strimer so asik😂","7057491228209234946","blekkkknihhh","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/16b0846efc2f020f6044f414547a555d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d8f6898&x-expires=1762869600&x-signature=55xhEUMvC30yhJ9QryaxQDCyBIk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567602682471727880","1761969809","2025-11-01T04:03:29.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"1090","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false",,"4","https://vt.tiktok.com/ZSyqCyfjL/","the height difference 😩😭","7224290323278332954","iviiyyy_","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/95d55696ca988abde2311a512022472b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=06269857&x-expires=1762869600&x-signature=gB8m2cEIPorvcxuGefgfmWibgI4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567612616941060881","1761972129","2025-11-01T04:42:09.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"35","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false","7567602682471727880",,"https://vt.tiktok.com/ZSyqCyfjL/","Halo sayang kalo aku dm cowo km marah ga🥰","7315817821383951366","aseppcliper","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/15cb8d9e416734f195868af66c67b2f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9112d636&x-expires=1762869600&x-signature=uQBdXqP3EzPuvCFvm3SLusgKxtg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567558528056443666","1761959533","2025-11-01T01:12:13.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"281","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false",,"3","https://vt.tiktok.com/ZSyqCyfjL/","ibarat draymond green screen steph","6922335649081852929","khoceczh","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7be30aaa7c23b51895ad5ca561b5c5dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=60cb2d70&x-expires=1762869600&x-signature=BD2Hwx3qsltPy4wLcqbDs3tmVF8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567537961290515208","1761954750","2025-10-31T23:52:30.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"1355","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false",,"6","https://vt.tiktok.com/ZSyqCyfjL/","izinn🙏🏻","7149428566471033857","dys_maylooo","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3c95f42d8fcd3e8dde38b9f7edcfe4d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f58104fa&x-expires=1762869600&x-signature=flsaZRyANwTxW7R3aciHeMx8yXk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567588397771424530","1761966484","2025-11-01T03:08:04.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"707","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false",,"8","https://vt.tiktok.com/ZSyqCyfjL/","bekantan ngapain njir","7377955528872723461","melon.3d","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/adb5fe636d1745ac77ecf532503d6ed3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e8623d0d&x-expires=1762869600&x-signature=9s4CwvU2KAk5ultHsx6muf4xGMM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567500605264364306","1761946060","2025-10-31T21:27:40.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"654","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false",,"1","https://vt.tiktok.com/ZSyqCyfjL/","merayakan kekalahan btr","6745803556407739393","zzzidannn","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a48800c6aa4a7fddcf4be1554c5bcb26~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d3142bee&x-expires=1762869600&x-signature=p1EY%2B4Yc5ZNBxBixYGkRIWzEEoQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567542999884268309","1761955936","2025-11-01T00:12:16.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"8490","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false",,"5","https://vt.tiktok.com/ZSyqCyfjL/","untung cowonya Rachel gercepppp","7446906480550970369","udanggkejyu","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/95d55696ca988abde2311a512022472b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=06269857&x-expires=1762869600&x-signature=gB8m2cEIPorvcxuGefgfmWibgI4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567651700016169745","1761981231","2025-11-01T07:13:51.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"429","https://vt.tiktok.com/ZSyqCyfjL/","false",,,,,,,"false","7567542999884268309",,"https://vt.tiktok.com/ZSyqCyfjL/","Aku bisa gercep juga kok buat kamu sayang ❤️❤️❤","7315817821383951366","aseppcliper","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/098c4bf0ab3cdeba4690b83c582227be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0e85909&x-expires=1762869600&x-signature=bvV4V7JiR%2FpIi%2FcosXtDeeSCwSY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7567614658195014408","1761972598","2025-11-01T04:49:58.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"176","https://vt.tiktok.com/ZSyqCyfjL/","true",,,,,,,"false",,"4","https://vt.tiktok.com/ZSyqCyfjL/","ronggo ganteng bngt ya chelll","6577252708184702977","dorrytouse","https://www.tiktok.com/@aseppcliper/video/7567463829660126484"
