"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","diggCount","input","likedByAuthor","mentions/0","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/96e7dac0ff00b0e67539a7ea51a12520~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=34a4067d&x-expires=1762869600&x-signature=a2OuNyr2STOS37gMcB77vrcYwVQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7536994798282277640","1754843358","2025-08-10T16:29:18.000Z",,,,,"27961","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"64","https://vt.tiktok.com/ZSyqCWpXa/","nyokap gausah ikut2 itu anak ibu udah segitu gede mau dibelain sampe umur berapa","6980590179396879361","maciebetthi09","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/f3f7980b3c547d1e82b5efffaabcb56e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b8ee6d8e&x-expires=1762869600&x-signature=eHMoAPdOj3pOTgsleJvhDiMKgbM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7537001616776725269","1754844944","2025-08-10T16:55:44.000Z",,,,,"9259","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"58","https://vt.tiktok.com/ZSyqCWpXa/","emg anak anak anjjjjj","6534995764425687042","zamm____","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9a9d79bede4e54d3fcb556d0dbf8b9e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b604fdd4&x-expires=1762869600&x-signature=fHksVyFZTc%2BdolxR5X8WwlkVGMU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7537161096046986002","1754882080","2025-08-11T03:14:40.000Z",,,,,"18342","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"255","https://vt.tiktok.com/ZSyqCWpXa/","Anak Ibu udah Dewasa Bu.. lanjutkan Pak Andre Rosiade","7162194087650608129","muhammadhenrykurnia","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8779fef7dc0060c7260e59662209750b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=afa6e866&x-expires=1762869600&x-signature=fWkd3GY4aPBb1uEGtSRs3shtOac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7537004186476446482","1754845543","2025-08-10T17:05:43.000Z",,,,,"3679","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"99","https://vt.tiktok.com/ZSyqCWpXa/","Tau kan kenapa anaknya sifatnya begitu? Krna orang tuanya sllu melindungi apapun yg diperbuat anaknya,buk saya juga seorang ibu tpi alangkah baiknya jika itu kslahan seorang anak biarkan mereka belajar tanggungjawab atas apa yg mereka perbuat jgn sllu dilindungi yg ada akan diulang2 trus krna diotaknya sllu mkir “aah ntar ge ortu gue belain dan urusan kelar”🙏🏻🙏🏻🙏🏻 kcuali anak kita ga salah silahkan ortu mau berbuat apapun buat bela anaknya gapapa itupun yg bakalan aku lakuin kalo anakku ga salah tp dituduh salah🙏🏻 yuk bukk bisaaa ini semua buat pelajaran dan pendewasaan anak kok🙏🏻","6788123946656449538","nunastory_","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b25dc5b969a995afc014a6267894cd0d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4faebfc&x-expires=1762869600&x-signature=RpQeQJH1Uuq65jmF80e1HlbUSCQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7537000197430051592","1754844614","2025-08-10T16:50:14.000Z",,,,,"269","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"24","https://vt.tiktok.com/ZSyqCWpXa/","Bu kl ibu kaya gini berarti bener ibu tidak mengajarkan anak anak ibu dengan baik.
kl ibu mau anak ibu bener kedepannya biarkan tuh anak menanggung apa yg udah di perbuat","7287189397296333830","julitaa260","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2bdb6b69be29dcbec1da428dff9cceae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=134be0cd&x-expires=1762869600&x-signature=AIEvbf7C3t7sh8z2NxzvHrbyLPQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7536996247749788434","1754843696","2025-08-10T16:34:56.000Z",,,,,"6436","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"14","https://vt.tiktok.com/ZSyqCWpXa/","IBU, IBU GAUSA MINTA MAAF YG SALAH ANAKNYAA BUKAN IBUU YA ALLAH IBUU🥺🥺🥺","6833916877599032321","yoannaffriza","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6fa19006178e32b6acad9dc95634ef37~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1753ed3b&x-expires=1762869600&x-signature=x12fIQhu6qCA4kkdAb0gxvV%2B16A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7537003403571954433","1754845367","2025-08-10T17:02:47.000Z",,,,,"768","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"19","https://vt.tiktok.com/ZSyqCWpXa/","bigmo lu laki laki udah dewasa, emak lu minta maaf kaya gitu gakesian kah","6734908673561248770","namaapenggunaa27","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9d31c21ae7099b6c927ecc2402b2a800~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5c87890d&x-expires=1762869600&x-signature=SEOE2Nc9s%2BJAgGHKDjvIUlNvqhY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7536994034481529607","1754843176","2025-08-10T16:26:16.000Z",,,,,"16861","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"12","https://vt.tiktok.com/ZSyqCWpXa/","lu gak kasian apa sama nyokap kocak","6978800596933690370","iippaay","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/da33077566afac298de641a5c0691594~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=afb7fb01&x-expires=1762869600&x-signature=Ao5pAzSqYpA%2BhRZM4lonZKOFKks%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7536995968665109266","1754843630","2025-08-10T16:33:50.000Z",,,,,"17936","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"23","https://vt.tiktok.com/ZSyqCWpXa/","ibu nya ini sering banget minta maaf karena ulah anak nya 😭😭 kalian laki-laki sudah dewasa, ibu kalian sudah tua! ngga pengen gitu berhenti nyusahin 😭😭😭","6881538305767474177","applledoog","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/32b1e17525b8bc68ee470e095e257c9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1a54222d&x-expires=1762869600&x-signature=nakhib%2BiS2R%2F5MWyY%2FkcnmrUUT4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7536994349184729877","1754843251","2025-08-10T16:27:31.000Z",,,,,"583","https://vt.tiktok.com/ZSyqCWpXa/","false",,"false",,"4","https://vt.tiktok.com/ZSyqCWpXa/","Biarkan anaknya belajar bertanggungjawab bu. Mrka dengan sadar ngomong gtu 🙏
Demi anak2 ibu, baiknya mrka paham konsekuensi atas kelakuannya. aku sangat paham ibu manapun pasti tdk ingin anaknya diposisi ini tpi mungkin ini pelajaran agar kedepannya anaknya bisa lebih berhati2 lgi sblm berucap 🙏","7408955510239986693","peach_gum3","https://www.tiktok.com/@dennysumargoreal/video/7536992689540123910"
